Wissenschaft;'Immer mehr Menschen glauben dem Unfug von Pseudomedizinern und lassen ihre Kinder ganz bewusst nicht impfen. Sarah will nicht geimpft werden – so lautet der Titel eines demnächst erscheinenden Kinderbuchs, das vom deutschen Heilpraktiker und Homöopathen Andreas Bachmair verfasst wurde. Schon 2012 hat er das Buch Leben ohne Impfung veröffentlicht und betreibt außerdem die Internetseite impfschaden.info. Mit der – laut Eigenbeschreibung – wunderbaren Geschichte zum Vorlesen für alle Kinder ab sechs Jahren richtet sich Bachmair direkt gegen die seiner Meinung nach existierende Impfpropaganda. Denn: Die Entscheidung, nicht zu impfen, ist für viele nicht einfach, weil man oft auf Kritik und Gegenwind stößt. Allerdings. Und zu Recht! Denn bei der Weigerung, sich beziehungsweise seine Kinder impfen zu lassen, zeigt sich die Gefahr irrationaler und pseudowissenschaftlicher Ideologien besonders deutlich. Impfungen sind eine der größten Errungenschaften der modernen Medizin. Sie haben vermutlich mehr Menschen das Leben gerettet als alle anderen Therapien und Medikamente. Und trotzdem wird die Kritik daran in den letzten Jahren immer lauter und intensiver. Absurderweise besonders bei Menschen, die es eigentlich besser wissen sollten. Angesichts eines Anstiegs der Masernfälle in Österreich im letzten Jahr  erklärten Forscher vom Department für Virologie der Medinzin-Uni Wien: Erstaunlicherweise sei gerade bei Personen mit hohem Bildungsniveau eine solche Impfskepsis abseits der Kenntnisnahme aktueller Zahlen oder eindeutiger wissenschaftlicher Erkenntnisse verbreitet. Das werde auch in anderen europäischen Staaten, zum Beispiel in Deutschland, beobachtet. Die Gerüchte der Pseudomediziner In gewissem Sinne ist dieses Verhalten sogar verständlich. Gerade wenn es um die eigenen Kinder geht, möchte man für sie nur das Beste. Man will sie beschützen, und wenn Pseudomediziner Gerüchte verbreiten, in denen von den angeblichen Gefahren einer Impfung gesprochen wird, fällt es leicht sich einzureden, man würde den Kindern etwas Gutes tun, indem man sie nicht impfen lässt. Man möchte kein Risiko eingehen – vergisst aber, dass ohne Impfung ganz andere Risiken auf die Kinder warten. Das Problem der Impfungen ist ihr enormer Erfolg. Die Krankheiten, gegen die sie wirken, sind durch die jahrzehntelange Impfpraxis stark eingedämmt worden und nicht mehr im Bewusstsein der Menschen vorhanden. Bei einer Impfung sieht man nur noch den Vorgang selbst und hört alle möglichen (meist übertriebenen) Geschichten über Gefahren und Nebenwirkungen. Aber von den definitiv vorhandenen schweren Folgen der Krankheiten, gegen die die Impfung wirkt, ist vielen nichts mehr bekannt. Diese Unkenntnis führt dann zu der absurden Ideologie der Impfgegner. Und man kann nicht anders, als sie absurd zu nennen. Manche leugnen sogar die Existenz von Infektionskrankheiten: Der deutsche Biologe Stefan Lanka gelangte kürzlich zu zweifelhaftem Ruhm, als er gerichtlich zu einer Zahlung von 100.000 Euro verurteilt wurde. Diese Summe hatte Lanka 2011 als Preis für den Nachweis  der Existenz von Masernviren ausgelobt. Lanka, der Bücher wie Der Masern-Betrug oder Impfen und Aids: Der Neue Holocaust geschrieben hat, ist davon überzeugt, dass Viren keine Krankheiten auslösen können und Impfungen nur eine Verschwörung von Ärzten und Pharmafirmen sind. Der Mediziner David Bardens legte ihm mehrere wissenschaftliche Fachartikel vor, die die Existenz von Masernviren belegen. Die Belohnung wollte Lanka aber trotzdem nicht auszahlen. Bardens klagte sie vor Gericht ein, bekam Recht und seinen Preis von 100.000 Euro. Auch Stefan Lanka bekam einen Preis: Am 21. Oktober wurde ihm Das Goldene Brett verliehen, ein Schmähpreis, mit dem der größte antiwissenschaftliche Unfug des Jahres ausgezeichnet wird. Fehlendes Wissen über Funktion der Impfung Krankheiten wie Masern, Mumps, Windpocken oder Kinderlähmung können zu schweren Komplikationen und unter Umständen sogar zum Tod führen. Wir wissen, wie wir diese Krankheiten bekämpfen und sogar ausrotten können. Wir wissen, was wir tun müssten, damit keiner mehr unter diesen Krankheiten leiden muss. Wir wissen es – und trotzdem tun es immer mehr Menschen nicht. Sie tun es nicht, weil sie auf Pseudomediziner oder Verschwörungstheoretiker hereinfallen, die erzählen, dass böse Ärzte die Leute mit Impfungen vergiften und krank machen wollen. Sie tun es nicht, weil sie keine Ahnung haben, wie eine Impfung funktioniert; wie Medizin funktioniert und wie die Natur funktioniert. Sie tun es, weil sie so sehr darauf bedacht sind, nur sanfte Medizin zu verwenden, dass sie dafür (unwissend) Krankheit und Tod ihrer Angehörigen und anderer Menschen in Kauf nehmen. Denn Impfen ist nicht nur eine individuelle Entscheidung! Manche Menschen – zum Beispiel sehr kleine Kinder oder alte Leute – können aus gesundheitlichen Gründen nicht geimpft werden. Sie sind auf die sogenannte Herdenimmunität angewiesen. Also darauf, dass in ihrem Umfeld genug geimpfte Menschen existieren, damit sich die Krankheit gar nicht erst verbreiten kann. Genau diese Herdenimmunität hält auch das Risiko für die Impfgegner gering. Solange sie existiert, stehen die Chancen gut, dass die ungeimpften Kinder nicht krank werden. Noch zumindest, denn je größer der Anteil der Impfverweigerer wird, desto schwächer ist die Herdenimmunität. Die Krankheiten, die man eigentlich schon überwunden dachte, tauchen mittlerweile wieder auf. Und angesichts der vielen Krankheiten, gegen die die Medizin noch nichts ausrichten kann, ist es umso tragischer, wenn eigentlich vermeidbare Krankheiten absichtlich nicht bekämpft werden. Die hohe Zahl derer, die noch an Masern erkranken, ist unseres Landes nicht würdig. Wir könnten die Masern ganz einfach ausrotten, sagte der bayrische Kinderarzt Christoph Wittermann kürzlich angesichts der auch dort steigenden Krankheitsfälle in einem Interview mit der Münchner Tageszeitung. Und während sich die Masernfälle in Deutschland und Österreich trotz Anstiegs noch in Grenzen halten, sind in der Demokratischen Republik Kongo seit Jahresbeginn schon 428 Menschen an dieser vermeidbaren Krankheit gestorben. Mehr Aufklärungsarbeit notwendig Gerade bei der Frage der Impfungen wäre mehr Aufklärung und wissenschaftliche Öffentlichkeitsarbeit nötig. Aufrufe und Kampagnen von Behörden und Gesundheitseinrichtungen sind zwar wichtig, werden aber immer noch viel zu oft als Einmischung des Staates in das Privatleben der Menschen missverstanden. Solange die Menschen nicht verstehen, wie Impfungen tatsächlich funktionieren; wie und gegen was sie wirken und wie sich das Risiko vorhandener Nebenwirkung in Bezug auf das Risiko einer tatsächlichen Erkrankung verhält, wird sich an der grundlegenden Einstellung wahrscheinlich nichts ändern. Die Frage nach der Bedeutung von wissenschaftlicher Öffentlichkeitsarbeit für die Gesellschaft bekommt beim Thema Impfungen eine Dringlichkeit, die man nicht ignorieren darf. Je mehr Menschen darüber Bescheid wissen, wie Wissenschaft funktioniert und welche Rolle sie in unserem Alltag spielt, desto weniger werden auf die absurden Behauptungen der Impfgegner hereinfallen. Es ist tragisch, dass der völlig legitime Wunsch, seine Kinder zu beschützen, am Ende genau zum Gegenteil führen kann. Es ist noch viel tragischer, dass so viele Menschen auf den Unsinn der selbstgerechten Impfkritiker hereinfallen. Sarah, das Mädchen, das im Buch von Andreas Bachmair nicht geimpft werden will, ist verärgert, dass sie deswegen nicht bei einem Pfadfinderausflug mitfahren kann. Wüsste sie, welche Krankheiten sie ohne die Impfung bekommen und übertragen könnte und wäre sie über deren Folgen und mögliche Komplikationen informiert, dann würde sie vielleicht von sich aus auf den Ausflug verzichten. Oder sich impfen lassen.'
Web;Häufig verwendete Befehle schneller zugänglich – weitere Dateiformate werden nun unterstützt. Die freie Office-Suite LibreOffice hat ein Update erhalten. Die Entwickler der Document Foundation haben die Programmsammlung in Version 5.1 freigegeben. Diese bringt vor allem optimierte Menüs und Unterstützung für neue Dateiformate mit. Der Release folgt der Version 5.0.4 und soll das Arbeiten mit Writer, Calc, Impress und Draw beschleunigen. Erreichen will man dies durch eine neue Platzierung häufig verwendeter Menüpunkte. So gibt es nun etwa über die Menüleiste direkten Zugriff auf verschiedene Vorlagen. Geschraubt wurde auch an der Kompatibilität mit diversen Fremdformaten. Neu hinzugekommen ist die Unterstützung von Gnumeric-Tabellen, Microsoft Write-Dokumenten sowie Apples Keynote 6. Darüber hinaus wurden auch diverse Mängel behoben. Genaue Angaben zu den Änderungen finden sich im Changelog. LibreOffice ist für Windows, OS X und Linux zu haben.
Kultur;'Kritiker sprechen von "Kommerzzirkus". Lisbeth Salander kehrt zurück: Die rachedurstige Hackerin aus Stieg Larssons Millennium-Trilogie ist auch in deren Fortsetzung schwer beschäftigt. Nach 80 Millionen verkauften Millennium-Krimis ist der Hype um den vierten Band, mit dem der schwedische Schriftsteller David Lagercrantz das Werk des 2004 verstorbenen Autors fortsetzen will, enorm. Einzelheiten der Intrige, die sich um Geschäfte mit künstlicher Intelligenz rankt und in deren Verlauf weitere Bekannte wie der Journalist Mikael Blomkvist auftauchen, hütet der Verlag wie ein Staatsgeheimnis. 25 Verlage weltweit geben Det som inte dödar oss (etwa: Was uns nicht umbringt) – der deutsche Titel lautet Verschwörung – zeitgleich am Donnerstag heraus; Vorabberichte versucht der Norstedts-Verlag mit eiserner Hand zu steuern. Seiner Zeitung habe man ein Interview angeboten, aber kein Rezensionsexemplar herausgerückt, berichtete Jes Stein Pedersen, Redakteur der dänischen Tageszeitung Politiken, am Dienstag im Schwedischen Rundfunk. Laut Verlag darf vor Donnerstag kein Bericht erscheinen; kritische Bemerkungen über Lagercrantz voriges Werk – eine Biografie des Fußballidols Zlatan Ibrahimovic – hätten zu unterbleiben. Offenbar hält man uns für Vollidioten, sagt Pedersen. Politiken habe ein Interview daher abgelehnt. Unterdessen brodelt in Schweden die Debatte über den Umgang mit der Hinterlassenschaft von Larsson, der das Erscheinen seiner Bestseller nicht mehr erlebt hatte, weiter. Die Vereinnahmung seiner Figuren gleiche einer Grabplünderung, meinen zwei langjährige Freunde des Autors, Anders Lindblom und Svante Brandén (der in der Trilogie als Gerichtspsychiater auftaucht). In ihrem Gastbeitrag für die Tageszeitung Dagens Nyheter verurteilen die beiden Freunde den Kommerzzirkus, der vor allem der Gier der Erben geschuldet und ein Hohn gegenüber ihrem Jugendfreund sei, der unsere völlig kommerzialisierte Gesellschaft verabscheute. Der Erfolg der Trilogie entspringe nicht zuletzt Larssons Integrität, seiner großen Solidarität mit den Schwachen der Gesellschaft und dem Abscheu vor jeglicher Form von Rechtsextremismus. Niemals hätte er zugelassen, dass jemand anderes mit seinen Figuren neue Bücher schreibe. Die literarische Hinterlassenschaft und die Einnahmen daraus verwalten als Erben Erland und Joakim Larsson, Vater und Bruder des Autors. Stieg Larssons langjährige Lebensgefährtin Eva Gabrielsson bekam aufgrund einer fehlenden testamentarischen Verfügung keinerlei Rechte zugesprochen – bezeichnend für die katastrophal schlechte Verwaltung des Erbes, so die Freunde. In einer Reaktion der Erben heißt es, man habe Gabrielsson Angebote unterbreitet, die diese aber abgelehnt habe. Zudem gingen die Tantiemen aus dem neuen Buch an die antirassistische Zeitung Expo, deren Chefredakteur Larsson gewesen war. Dies entspreche dem Willen des Autors, der weitere Bücher geplant habe und die Einnahmen aus einem vierten Band just Expo übereignen wollte, betont die Norstedts-Verlagschefin Eva Gedin. Von Grabplünderung könne keine Rede sein, schließlich stelle man klar, dass Teil vier ein eigenständiges Werk von Lagercrantz sei. Im Zuge der Neuerscheinung werden viele neue Leser Stiegs Millennium-Trilogie entdecken, hofft die Verlagschefin. Just daran, sein Werk am Leben zu erhalten, sei dem Verlag gelegen. Während Gedin die Frage, was Stieg Larsson wohl von dem Projekt gehalten hätte, als müßig zurückweist, ist zumindest eines klar: Mit düsteren Vorahnungen über gesellschaftliche Entwicklungen in seiner Heimat lag Larsson richtig. Wenige Monate vor seinem Tod warnte er in einem Radiointerview vor wachsender Fremdenfeindlichkeit und dem Vormarsch von Parteien wie den rechtspopulistischen Schwedendemokraten: Diese Parteien haben an einem stubenreinen Image gearbeitet, und sie haben den Erfolg an der Wahlurne im Blick. 2004 verzeichneten die Schwedendemokraten 1,4 Prozent der Wählersympathien. Inzwischen nähern sie sich 20 Prozent.'
Sport;'Wegen Referee-Entscheidung zugunsten von Lewski. Rasgrad – Bulgariens Fußball-Meister Ludogorez Rasgrad hat wegen Benachteiligung durch die Schiedsrichter mit dem Rückzug aus der Liga gedroht. Wie Club-Besitzer Kiril Domuschijew am Montag erklärte, würde zugunsten von Titelrivale Lewski Sofia gepfiffen werden. Am Samstag war Ex-Champion Litex Lowetsch im Spiel gegen Lewski gegen Ende der ersten Spielhälfte abgetreten. Der Referee hatte zu diesem Zeitpunkt zwei Rote Karten gegen Litex sowie Elfmeter für Lewski gegeben. Ludogorez liegt aktuell erneut an der Tabellenspitze, Lewski hat bei nun einem Spiel weniger drei Zähler Rückstand. (APA; 14.12.2015)'
Wirtschaft;Pipeline soll russisches Gas über die Türkei bringen.. Wien - Der Mineralölkonzern OMV arbeitet einem Zeitungsbericht zufolge an einer  neuen Nabucco. Statt Gas aus dem kaspischen Raum soll die Pipeline russisches  Gas über die Türkei bringen. Chefverhandler sei der frühere Geschäftsführer des  Nabucco-Konsortiums Reinhard Mitschek, berichtet die Presse am Freitag, die  sich sich auf drei verschiedene Quellen aus dem OMV-Umfeld beruft.
Panorama;Emmanuel Mbolela fordert von der EU, Asyl auch aus ökonomischen Gründen zu gewähren. Wien – Zu Fuß machte er sich auf den Weg nach Europa. Die Flucht führte ihn vom Kongo durch die Sahara nach Marokko. Weil Emmanuel Mbolela auf seiner Flucht  Menschen kennengelernt hat, die die Reise nicht überlebt haben, die  ihre eigene Geschichte nicht mehr erzählen können, schrieb er seine nieder. Ich wollte, dass die Menschen die Situation der Migranten aus Subsahara-Ländern verstehen können, sagt er auf der Lesereise zu seinem Buch Zwischen Widerstand, Flucht und Exil. Die Menschen, die er adressiert, sind die Europäer: Sie wissen nicht, was auf den Routen, die wir nehmen müssen, passiert. Viele glauben, dass wir einfach in ein Flugzeug steigen und so nach Nordafrika fliegen, aber die Reisebedingungen sind sehr grausam. Der heutige Menschenrechtsaktivist Mbolela flüchtete 2002 aus der Demokratischen Republik Kongo. Bis 1964 stand diese unter der Kolonialherrschaft Belgiens, bis 1997 folgte die Diktatur unter Joseph Mobutu. Von Anfang der 1990er bis 2003 im Krieg, ist der Staat in Zentralafrika von Korruption, Vertreibung und ethnischen Säuberungen geprägt. Regierungsgegner werden verhaftet, Vergewaltigungen als Kriegsmittel eingesetzt. Laut Schätzungen starben im Kongo in den 1990er-Jahren sechs Millionen Personen. In seiner Heimat studierte Mbolela Ökonomie und engagierte sich in der Union für Demokratie und sozialen Fortschritt, weshalb er als Oppositioneller eingesperrt wurde. Mithilfe seiner Familie kam er frei, musste das Land verlassen und ins Exil gehen. Am signifikantesten an meiner Flucht war die Zeit, als ich durch die Wüste zog. Ich bin um mein Leben gegangen, sagt er zum STANDARD. Nach vier Jahren in Marokko kam er über das UNHCR in die Niederlande. Die EU-Asylpolitik ist eine zynische, sie wird den Menschen nicht gerecht, kritisiert Mbolela. Die EU betreibe eine Politik, die nur der Sicherheit gewidmet sei. Viele, die aus der Subsahara kommen, würden ohne Papiere aufs Abstellgleis gestellt und in Asyllager gesperrt. Die syrischen Flüchtlinge brauchen derzeit besondere Aufmerksamkeit, sagt er und kritisiert, dass die Migranten aus den unterschiedlichen Regionen auseinanderdividiert würden. Daher befürworte er, dass Deutschland und Österreich ihre Grenzen geöffnet hatten: Davor herrschte ein komplizenhaftes Schweigen und Untätigkeit, sagt er. Viele Flüchtlinge würden es aber nicht an diese Grenzen schaffen. Viele ertrinken im Meer. Die Bilder kennen alle. Aber auch das Mittelmeer erreichen Flüchtlinge aus Subsaharaländern erst nach einem beschwerlichen Weg durch die größte Trockenwüste der Erde. Visakriterien und erschwerte Familienzusammenführung würden dazu führen, dass dort auch Kinder und Frauen reisen und ihr Leben lassen: Was in der Wüste passiert, wissen viele nicht, es gibt keine Kameras. Die Migrationsrouten durch Afrika sind keine neuen. Es sind die Pfade, die früher von den Kolonialstaaten für den Sklaventransport genutzt wurden, aber auch, um die Reichtümer der Länder abzutransportieren, sagt Mbolela: Europa hat die Grenzen für Kapital und Bodenschätze, aber nicht für Menschen offen. Das ist ironisch. Die EU solle begreifen, dass Menschen nicht grundlos nach Europa kommen und diese Strapazen auf sich nehmen, sagt der Aktivist. Er fordert, dass Flüchtlinge Papiere und Zugang zu Arbeit bekommen, wenn sie in Europa ankommen: Egal ob sie vor Bürgerkriegen oder Verfolgung geflohen sind oder aus einer schlimmen ökonomischen Situation entkommen wollen. Niemand will nach Europa, um nur das Sozialsystem auszunutzen.
Wissenschaft;Astrologie ist in jeder Form Humbug. Wann werden Tageszeitungen endlich aufhören, diesen Mist tagtäglich zu legitimieren?. Astrologie ist Unsinn. Das habe ich schon vor langer Zeit in dieser Kolumne erklärt, und an diesem Befund hat sich seit damals nichts geändert. Eine Abart der Astrologie ist aber ganz besonderer Unsinn und verdient daher nochmals einen genaueren Blick: das Zeitungshoroskop. So gut wie keine Zeitung kommt ohne diese Rubrik aus. Überall wird Tag für Tag und für jedes Sternzeichen der (angebliche) Blick in die Zukunft präsentiert. Wer sich aber auch nur ein wenig Gedanken über die dort vorgestellten Prognosen macht, erkennt schnell, dass es sich dabei um nichtssagende Sätze handelt. Aktuell erklärt Gerda Rogers beispielsweise den Waage-Geborenen, sie sollen Stress vermeiden. Ein guter Rat, gegen den sich nichts einwenden lässt – der aber auch nicht sonderlich viel mit irgendeiner astrologischen Kunst zu tun hat, sondern eine Binsenweisheit darstellt, die für alle Menschen ganz unabhängig von ihrem Geburtszeitpunkt gilt. Genauso wie der Ratschlag für die Steinböcke: Vernünftig reden, statt zu streiten! Meine lokale Tageszeitung aus Thüringen empfiehlt mir (Löwe) heute: Wenn etwas schiefgelaufen ist, müssen Sie auch dazu stehen, während den Schützen erklärt wird: Für manche Entscheidungen ist die Zeit einfach noch nicht gekommen. Eine Aussage, die per Definition ebenfalls immer korrekt ist, genauso wie der Satz, der den Stieren präsentiert wird: Sie können heute fast alles erreichen, was Sie wollen. Manche Entscheidungen und fast alles sind vage beziehungsweise allumfassende Aussagen, die typisch für die Astrologie und ganz besonders kennzeichnend für die Zeitungshoroskope sind. Sie gehören zu den sogenannten Barnum-Texten, die nach dem Schausteller P. T. Barnum aus dem 19. Jahrhundert benannt sind, der in seinem Zirkus auch für jeden etwas dabeihatte. Andere Beispiele dafür wären Sätze wie Du neigst dazu, kritisch dir selbst gegenüber zu sein und Manchmal hast du Zweifel, ob du die richtige Entscheidung getroffen hast. Mit solchen Aussagen kann sich jeder identifizieren, und oft merken wir dabei gar nicht, dass es sich nicht um spezifische und persönliche Analysen, sondern um Gemeinplätze handelt. Dieses Phänomen wurde schon 1949 von dem Psychologen Bertram Forer in seiner Arbeit The Fallacy of Personal Validation: A Classroom Demonstration of Gullibility beschrieben. Er setzte seinen Studenten genau solche inhaltsleeren Aussagen vor und erklärte ihnen aber, dass es sich dabei um eine individuelle Persönlichkeitsanalyse handeln würde. Und tatsächlich fanden sich 87 Prozent davon gut oder sehr gut charakterisiert. Wir erkennen uns selbst in den Texten wieder, übersehen aber, dass sie auch auf alle anderen zutreffen. Dieser Forer-Effekt funktioniert sogar in beide Richtung. Wenn ein Astrologe unbewusst solche vagen Charakterisierungen formuliert, erkennt sich der Kunde darin wieder und wird ein entsprechend positives Feedback geben. Das bestärkt den Astrologen in seiner Auffassung, hier eine echte Persönlichkeitsanalyse abgeliefert zu haben und nicht die inhaltsleeren Gemeinplätze, um die es sich eigentlich handelt. Dass vor allem die Zeitungshoroskope keinen echten Inhalt haben, ist also spätestens seit Forers Arbeit bekannt. Und die meisten Menschen werden sie daher auch nicht sonderlich ernst nehmen (auch dieser Satz ist übrigens ein Barnum-Satz). Interessanterweise gilt das aber auch für die Astrologen. Spricht man sie auf die Prognosen aus der Tageszeitung an, läuft die Kritik ins Leere. Zeitungshoroskope seien keine echte, keine seriöse Astrologie. Ein ordentliches Horoskop müsse individuell, mit Kenntnis des genauen Geburtsorts und der genauen Geburtszeit erstellt werden. Die Zeitungsastrologen bestreiten aber natürlich vehement, keine seriöse Astrologie zu betreiben, und nehmen sich selbst genauso ernst wie der Rest ihrer Zunft. Wenn nun aber klar ist, dass die Zeitungshoroskope nur nichtssagenden Unsinn beinhalten, und sogar die (sich selbst für seriös haltenden) Astrologen dem zustimmen: Warum gibt es diese Rubrik dann immer noch? Astrologie ist Unsinn. Die Horoskope in den Tageszeitungen sind noch größerer und viel leichter erkennbarer Unsinn. Und auch wenn man sie nicht oder nur aus Spaß liest, zeigt ihre tägliche Präsenz der Leserschaft: Wir nehmen die Astrologie ernst. Sie ist uns wichtig genug, jeden Tag dafür einen Platz in unserer Zeitung zu reservieren. Wir engagieren sogar Astrologen, um sie zu schreiben (oder investieren zumindest ein wenig der Arbeitszeit unserer Praktikanten). Die Astrologie existiert seit Jahrtausenden und wird auch in der Zukunft nicht verschwinden. Aber es wäre ein guter Anfang, wenn sie nicht mehr Tag für Tag völlig unkritisch einem Großteil der Zeitungsleser vorgesetzt werden würde. Der Platz in den Medien könnte für andere Themen sicherlich gewinnbringender eingesetzt werden.
Web;Weil Microsoft seine Xbox für andere PC- und Konsolenplattformen öffnen will, ergeben sich neue Möglichkeiten für Gamer. Bei ausgewählten Spielen können bereits PS4-Spieler gegen PC-Spieler zocken und Microsoft will dies nun auch für Xbox One und Windows 10 ermöglichen und darüber hinaus sogar verschiedene Konsolen miteinander vernetzen. PC- gegen PlayStation- gegen Xbox-Spieler? Es klingt fast zu schön, um wahr zu sein! Die Vorteile liegen für Gamer klar auf der Hand. Wenn der eine gerne Rocket League auf dem Computer spielt und der andere lieber auf der Couch mit dem Xbox-Controller in der Hand zocken möchte, kann man sich die Diskussion sparen, auf welcher Plattform man denn nun den rasanten E-Sport-Titel spielen sollte, der ab Frühling das erste Spiel sein wird, das diese Möglichkeit bietet. Viele Spiele, die einen guten Multiplayer-Modus haben, bieten sich für dieses Feature an, doch welche Probleme dabei auftreten könnten, steht noch in den Sternen. Wirft man einen Blick auf die Cheater-Problematik, die derzeit in der The Division-Version für den PC auftritt, werden sich Konsolenspieler vielleicht fragen, ob bei PC-Spielern immer alles mit rechten Dingen zugeht. Schummeleien und Betrügereien sind auf Konsolen seltener, da ein erheblicher Mehraufwand notwendig ist, um sich mit externen Programmen und verschiedenen Hacks einen Vorteil zu verschaffen – im Gegensatz zu Computern. Und weit banaler noch: Wie kann in Genres, die eine Steuerungseingabe bevorzugen, soetwas wie Chancengleichheit gewahrt werden? Man denke bspw. an Egoshooter. Welche Probleme und Chancen sehen Sie bei Multiplattform-Gaming? Macht Ihnen die Hack-Problematik als Konsolenspieler Sorgen? Und: Welches Spiel wollten Sie als Konsolero schon immer einmal gegen PC-Gamer spielen? (mahr, 17.3.2016)
Web;System aber noch in "experimenteller Phase". Fans des argentinischen Fußball-Erstligisten Atlético Tigre können die Leidenschaft für ihr Team künftig unter der Haut tragen. Der Verein der gleichnamigen Vorstadt von Buenos Aires hat seinen Mitgliedern angeboten, sich einen Chip einsetzen zu lassen. Damit würden sie Zugang ins Stadion haben – falls sie keine Vereinsbeiträge schulden. Der Chip von der Größe eines Reiskorns übermittelt einem Lesegerät am Stadioneingang die Daten des Trägers. Das System befindet sich noch in einer experimentellen Phase, erklärte der Generalsekretär des Vereins, Enrique Rocino. Es fehle noch die Zulassung der Gesundheitsbehörden. Rocino ließ sich aber bereits ein Implantat einsetzen und zeigte den Vorgang beim Stadioneintritt auf einem Video, das auf YouTube zu sehen ist. Implantate von RFID-Chips (radio-frequency identification) bei Menschen sind in den USA schon vor einigen Jahren zugelassen worden. Kontrovers wurde allerdings die mögliche Verletzung des persönlichen Datenschutzes diskutiert.
Sport;Dennis Chessa kommt vom deutschen Drittligisten VfR Aalen ins Innviertel. Ried im Innkreis – Der Fußball-Bundesligaclub SV Ried hat mit dem deutschen Verteidiger Dennis Chessa die erste Neuverpflichtung für die nächste Saison getätigt. Der 23-Jährige wechselt vom deutschen Drittligisten VfR Aalen nach Oberösterreich. Er erhielt nach Angaben der Rieder vom Samstag einen Zweijahresvertrag.
Inland;Jugendliche sollen vor Ende der Schulpflicht auf Fähigkeiten getestet werden. Salzburg – In Salzburg geht in den kommenden Wochen der Talente-Check in Betrieb. Auf dieser Teststrecke – laut Wirtschaftskammer (WK) Österreichs modernste – sollen möglichst flächendeckend die Salzburger Schüler kurz vor Ende der Schulpflicht auf ihre Fähigkeiten und Talente hin ausgetestet und danach ausführlich beraten werden. Die WK hat alleine drei Millionen Euro in die Ausstattung investiert. Bildungs- und Wirtschaftsreferent Landeshauptmann Wilfried Haslauer (ÖVP) sprach am Donnerstag bei der Präsentation von einem Meilenstein in der Bildungspolitik. Viel zu lange seien Kinder und Jugendliche über ihre schulischen Schwächen definiert worden. Wir gehen einen anderen Weg: Jeder Mensch hat irgendwelche Talente und besondere Fähigkeiten. Und was wer gut macht, das macht er gerne, und was wer gerne macht, bereitet Freude und bringt Erfolg, so Haslauer. Und daher wolle Salzburg erstmals flächendeckend seine Jugendlichen nach deren Talenten definieren. Viele Jugendliche wählen mit 13 oder 14 Jahren einen Beruf, der nicht passt. Daher gebe es eine enorme Drop-out-Quote. Bis zu einem Drittel verlassen den eingeschlagenen Weg. Und Misserfolg sei demotivierend, sagte der Landeshauptmann. Deshalb wolle man die Talente bewusst machen und die jungen Menschen mit ihren Eltern beraten. Die Jugendlichen sollten das Gefühl bekommen: Ich bin etwas wert. Großteil der Schüler nimmt schon heuer teil Obwohl der Betrieb erst im Oktober startet – davor läuft ein Probebetrieb -, haben sich bereits 120 Schulklassen mit rund 3.000 Schülern angemeldet, berichtete Landesschulratspräsident Johannes Plötzeneder. Das ist die Hälfte der etwa 6.000 Schüler pro Jahrgang im Bundesland. Er gehe davon aus, das bereits heuer etwa zwei Drittel aller 13- und 14-Jährigen aus allen Schultypen den Test durchlaufen. Die Teilnahme sei freiwillig. Die Tests dauern vier bis fünf Stunden, wobei eine ganze Klasse gleichzeitig teilnehmen kann. In dem 700 Quadratmeter großen Räumlichkeiten, die speziell für junge Menschen gestaltet wurden, gilt es, 30 Station zu durchlaufen. Dabei werden die Jugendlichen auf ihre Intelligenz, das technische Verständnis, das räumliche Denken, die Feinmotorik, die Stressbelastung, Interessen und das Persönlichkeitsbild getestet, sagte Talente-Check-Leiterin Gabriele Tischler. In der Pause können sich die Schüler auf einer Kletterwand bewegen. Nach der Auswertung erhält jeder Teilnehmer gemeinsam mit seinen Eltern noch ein rund einstündiges Beratungsgespräch mit einem Psychologen, das vor Ort in der Schule stattfindet. Der jährliche Betrieb darf bis zu eine Million Euro kosten, die von Land und Wirtschaftskammer zu gleichen Teilen zur Verfügung gestellt werden. Wir investieren mit Freude in die Zukunft der jungen Menschen, sagte WK-Präsident Konrad Steindl.
Panorama;Lasst die Grenzen offen! Nein zu Zäunen, Mauern und Festung Europa! forderte die Plattform für eine menschliche Asylpolitik bei einer Kundgebung am Samstag in Wien. Vor dem Innenministerium sprachen sich unter anderem Volkshilfe-Direktor Erich Fenninger, SOS Mitmensch Sprecher Alexander Pollak und Vertreterinnen von afghanischen Vereinen für Solidarität mit Flüchtlingen aus. Gerade angesichts der Terroranschläge in Paris sei heute ein wichtiger Tag, um für ein offenes Europa einzutreten, so Pollak.
